seed,test_start,test_end,predicted_regime,realized_dominant_regime,forecast_correct,forecast_brier,vol_bucket,bucket,n_available_regime,n_hist_regime,prefer_stress,ranking,method,n_synth_series,n_train,n_draw,n_features,used_synth_fill,sharpe,calmar,max_drawdown,VaR_5%,CVaR_5%,ann_mu,ann_sd,n_obs,status,max_weight_used,hhi
42,2020-05-13,2020-08-04,1,2,0,1.5490954953530962,low,crisis,47,47,True,stress,mixed,0,252,0,10,False,7.461785519059048,37.95666261901968,-0.003822217570521813,-0.0013681893410271001,-0.002010957064957256,0.14507862278078554,0.019442882994991306,60,ok,0.9794280142957749,0.9597024255602157
42,2020-05-13,2020-08-04,1,2,0,1.5490954953530962,low,crisis,47,47,True,stress,regime,1,47,1,20,False,2.3558981888862913,6.816854137743246,-0.11737191229034083,-0.02661129422311632,-0.04772493782826756,0.8001072059512473,0.3396187533594071,60,ok,0.9999999958198129,0.9999999916396258
42,2020-05-13,2020-08-04,1,2,0,1.5490954953530962,low,crisis,47,47,True,stress,mixed,1,252,1,20,False,2.701508287312182,7.728691119928386,-0.09153380990096349,-0.02427665712764163,-0.04003544823439014,0.7074365437547895,0.2618672491501557,60,ok,0.5619680779039277,0.5076800837440165
42,2020-05-13,2020-08-04,1,2,0,1.5490954953530962,low,crisis,47,47,True,stress,regime,5,47,5,60,False,2.3558981859509633,6.816854130522928,-0.1173719125601691,-0.02661129429937788,-0.047724937934986666,0.8001072069431646,0.3396187542035904,60,ok,0.9999999997585448,0.9999999995170896
42,2020-05-13,2020-08-04,1,2,0,1.5490954953530962,low,crisis,47,47,True,stress,mixed,5,252,5,60,False,2.7238022192266524,7.41938437292308,-0.10423614076701793,-0.021007122222117407,-0.04287151747883345,0.7733679939006232,0.2839295703783513,60,ok,0.6284891063938108,0.5330189002193183
42,2020-05-13,2020-08-04,1,2,0,1.5490954953530962,low,crisis,47,47,True,stress,regime,20,47,20,210,False,2.4102651357030815,6.90410044283922,-0.1152661489410044,-0.02563321993503733,-0.04694478535029752,0.79580906994796,0.33017490821225365,60,ok,0.8989748753658446,0.8183619023347314
42,2020-05-13,2020-08-04,1,2,0,1.5490954953530962,low,crisis,47,47,True,stress,mixed,20,252,20,210,False,2.355898186534434,6.816854131837215,-0.11737191251433787,-0.026611294277348783,-0.04772493792169236,0.8001072067850002,0.3396187540523436,60,ok,0.9999999986616798,0.9999999973233595
42,2020-08-05,2020-10-27,0,2,0,1.9714955281920798,low,calm,1939,504,True,stress,regime,0,504,0,10,False,-1.083768883957996,-1.3996800622408527,-0.03385402544118532,-0.0042230841322309955,-0.006316131753919432,-0.04738480443662168,0.043722241095877586,60,ok,0.999999467426858,0.9999989348540617
42,2020-08-05,2020-10-27,0,2,0,1.9714955281920798,low,calm,1939,504,True,stress,mixed,0,252,0,10,False,1.0472773634404282,1.900852760023928,-0.08081166269952456,-0.014780189988109706,-0.022250844138932874,0.15361107208451397,0.1466765896475445,60,ok,0.7051107174499234,0.5841407724250085
42,2020-08-05,2020-10-27,0,2,0,1.9714955281920798,low,calm,1939,504,True,stress,regime,1,504,1,20,False,1.4687679524926769,2.9865228903301855,-0.07110266171604251,-0.014115681281877752,-0.02115764597425687,0.21234972677836472,0.1445767702229488,60,ok,0.5256820763761451,0.501319135399785
