date,method,n_synth_series,prefer_stress,ranking,port_ret,predicted_regime,vol_bucket,bucket
2017-11-27,mixed,5,True,stress,-0.005367630537481309,0,low,calm
2017-11-28,mixed,5,True,stress,-0.004226931351599718,0,low,calm
2017-11-29,mixed,5,True,stress,0.0018875108336263381,0,low,calm
2017-11-30,mixed,5,True,stress,0.001989068209587231,0,low,calm
2017-12-01,mixed,5,True,stress,0.0021787898799603533,0,low,calm
2017-12-04,mixed,5,True,stress,-0.003228871421857952,0,low,calm
2017-12-05,mixed,5,True,stress,-0.009031351224901101,0,low,calm
2017-12-06,mixed,5,True,stress,-0.0016140471025389137,0,low,calm
2017-12-07,mixed,5,True,stress,0.0023270055119571785,0,low,calm
2017-12-08,mixed,5,True,stress,0.006101335938079677,0,low,calm
2017-12-11,mixed,5,True,stress,-0.0005181808593234517,0,low,calm
2017-12-12,mixed,5,True,stress,0.005241200528939512,0,low,calm
2017-12-13,mixed,5,True,stress,0.0014747123104484586,0,low,calm
2017-12-14,mixed,5,True,stress,-0.0009736471556748965,0,low,calm
2017-12-15,mixed,5,True,stress,0.006967153694816549,0,low,calm
2017-12-18,mixed,5,True,stress,0.006830961694216913,0,low,calm
2017-12-19,mixed,5,True,stress,-0.021458136359874702,0,low,calm
2017-12-20,mixed,5,True,stress,-0.012478485359328063,0,low,calm
2017-12-21,mixed,5,True,stress,-0.003568051953966371,0,low,calm
2017-12-22,mixed,5,True,stress,0.0069718896653271694,0,low,calm
2017-12-25,mixed,5,True,stress,3.630402066561626e-14,0,low,calm
2017-12-26,mixed,5,True,stress,0.005735542331782042,0,low,calm
2017-12-27,mixed,5,True,stress,0.0031772929450665345,0,low,calm
2017-12-28,mixed,5,True,stress,0.00564416579806603,0,low,calm
2017-12-29,mixed,5,True,stress,-0.0008398543187959531,0,low,calm
2018-01-01,mixed,5,True,stress,-7.947811984534525e-14,0,low,calm
2018-01-02,mixed,5,True,stress,-0.0030389486449043748,0,low,calm
2018-01-03,mixed,5,True,stress,-0.002083485333656143,0,low,calm
2018-01-04,mixed,5,True,stress,-0.018717402940932007,0,low,calm
2018-01-05,mixed,5,True,stress,0.0009272290779299779,0,low,calm
2018-01-08,mixed,5,True,stress,0.004425071543330223,0,low,calm
2018-01-09,mixed,5,True,stress,-0.013233199096240095,0,low,calm
2018-01-10,mixed,5,True,stress,-0.010990569966251838,0,low,calm
2018-01-11,mixed,5,True,stress,-0.0022951068584971656,0,low,calm
2018-01-12,mixed,5,True,stress,-0.008423474080103676,0,low,calm
2018-01-15,mixed,5,True,stress,9.470734575807938e-13,0,low,calm
2018-01-16,mixed,5,True,stress,0.0006055695305524704,0,low,calm
2018-01-17,mixed,5,True,stress,0.007765351697327905,0,low,calm
2018-01-18,mixed,5,True,stress,-0.012366041588893855,0,low,calm
2018-01-19,mixed,5,True,stress,0.00524986083148964,0,low,calm
2018-01-22,mixed,5,True,stress,0.010214861383115415,0,low,calm
2018-01-23,mixed,5,True,stress,0.01339214180700678,0,low,calm
2017-11-01,regime,20,True,stress,0.001104667545538481,0,low,calm
2017-11-02,regime,20,True,stress,0.0026835610257978843,0,low,calm
2017-11-03,regime,20,True,stress,0.0006953787283384217,0,low,calm
2017-11-06,regime,20,True,stress,0.0046772070905111585,0,low,calm
2017-11-07,regime,20,True,stress,0.001576449412415307,0,low,calm
2017-11-08,regime,20,True,stress,0.002743507667823295,0,low,calm
2017-11-09,regime,20,True,stress,-0.0019283219337748961,0,low,calm
2017-11-10,regime,20,True,stress,0.0008691510373733451,0,low,calm
2017-11-13,regime,20,True,stress,0.003169000047285256,0,low,calm
2017-11-14,regime,20,True,stress,-0.0007387349565944297,0,low,calm
2017-11-15,regime,20,True,stress,-0.007028935306886952,0,low,calm
2017-11-16,regime,20,True,stress,0.008365810270236126,0,low,calm
2017-11-17,regime,20,True,stress,0.0003134766384043898,0,low,calm
2017-11-20,regime,20,True,stress,0.00031379331711693914,0,low,calm
2017-11-21,regime,20,True,stress,0.005579630750528844,0,low,calm
2017-11-22,regime,20,True,stress,-0.001033990055117758,0,low,calm
2017-11-23,regime,20,True,stress,-1.8704270918029886e-16,0,low,calm
2017-11-24,regime,20,True,stress,0.001405982231347076,0,low,calm
2017-11-27,regime,20,True,stress,-0.0035142201056633103,0,low,calm
2017-11-28,regime,20,True,stress,0.0046931213944426025,0,low,calm
2017-11-29,regime,20,True,stress,0.0019563366724223946,0,low,calm
2017-11-30,regime,20,True,stress,0.00495699510285835,0,low,calm
2017-12-01,regime,20,True,stress,-0.0004420457320356559,0,low,calm
2017-12-04,regime,20,True,stress,-0.0013296717981451638,0,low,calm
2017-12-05,regime,20,True,stress,-0.007608790425068339,0,low,calm
2017-12-06,regime,20,True,stress,-0.0022270696828836354,0,low,calm
2017-12-07,regime,20,True,stress,0.005004061605039384,0,low,calm
2017-12-08,regime,20,True,stress,0.005930956646505163,0,low,calm
2017-12-11,regime,20,True,stress,-0.00022503263094673926,0,low,calm
2017-12-12,regime,20,True,stress,0.0005533203007303113,0,low,calm
2017-12-13,regime,20,True,stress,-3.3076323385381116e-05,0,low,calm
2017-12-14,regime,20,True,stress,-0.00404076022090022,0,low,calm
2017-12-15,regime,20,True,stress,0.008319209315010496,0,low,calm
2017-12-18,regime,20,True,stress,0.007931240533426056,0,low,calm
2017-12-19,regime,20,True,stress,-0.010699824781087152,0,low,calm
2017-12-20,regime,20,True,stress,-0.004746876525067113,0,low,calm
2017-12-21,regime,20,True,stress,-0.0001573825311344029,0,low,calm
2017-12-22,regime,20,True,stress,0.003552313543905609,0,low,calm
2017-12-25,regime,20,True,stress,7.427168253036494e-15,0,low,calm
2017-12-26,regime,20,True,stress,0.0029607869351699696,0,low,calm
